,Name,Financial Status,Paid at,Fulfillment Status,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem fulfillment status,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Tags,Risk Level,Source,Color ,Tax 3 Name,item_quantity
1535,#2536,paid,4/14/17 13:09,fulfilled,yes,USD,43.24,12.05,0.0,55.29,IM9Q4WYNMRZM,32.5,FedEx Ground,4/14/17 13:09,1,4.99,7.0,fulfilled,"15935 NW 49TH AVENUE, BOX T1247",15935 NW 49TH AVENUE,BOX T1247,C/O MARBLE INK PRO LLC,MIAMI GARDENS,33014,FL,US,,,,Shopify Payments,0.0,ruff-skch,,Medium,web, Denim,,12
1536,#2537,partially_refunded,,partial,yes,USD,143.0,9.83,0.0,152.83,,0.0,FedEx Ground,4/15/17 19:36,1,5.0,,fulfilled,6 Mayfair Road,6 Mayfair Road,,Stylish Effex,New Hyde Park,11040,NY,US,,,,Shopify Payments,41.75,PREMIER,,Low,web, Sapphire,,22
1537,#2538,partially_refunded,,partial,yes,USD,82.0,12.05,0.0,94.05,,0.0,FedEx Ground,4/15/17 22:49,1,6.5,4.5,fulfilled,6154 Southbend Drive South,6154 Southbend Drive South,,KAD,Mobile,36619,AL,US,,,,Shopify Payments,16.75,USJewelryhouse,,Low,web, Multi,,19
1538,#2539,partially_refunded,,partial,yes,USD,919.76,0.0,0.0,919.76,5OFF500,48.4,Free Shipping (Fedex Ground),4/16/17 10:59,2,7.25,3.5,fulfilled,13089 Ocean Hwy Suite A2,13089 Ocean Hwy Suite A2,,"L. Mae Boutique, LLC",Palweys Island,29585,SC,US,,,,Shopify Payments,299.99,andante,,Low,web, Beige,,165
1539,#2540,paid,4/17/17 10:32,fulfilled,yes,USD,137.67,54.75,0.0,192.42,,0.0,FedEx International Economy,4/17/17 10:32,3,3.99,5.75,fulfilled,6 Pine Grove Prestwich,6 Pine Grove Prestwich,,Daiss Ltd,Manchester,M25 3DR,,GB,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Yellow,,33
1540,#2541,paid,4/17/17 11:20,fulfilled,yes,USD,177.0,9.85,0.0,186.85,,0.0,FedEx Ground,4/17/17 11:20,36,2.0,,fulfilled,24 KENNETH TERRACE EAST,24 KENNETH TERRACE EAST,,ADRIENE CERMENELLO,MIDDLETOWN,7748,NJ,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Swarovski Zirconia Crystal Ear Studs,,96
1541,#2542,partially_refunded,,partial,yes,USD,478.5,10.08,0.0,488.58,,0.0,FedEx Ground,4/17/17 13:38,1,5.25,,fulfilled,3010 West Cary Street,3010 West Cary Street,,Clementine,Richmond,23221,VA,US,,,,Shopify Payments,117.25,VIOLA,,Low,web, Gray,,130
1542,#2543,paid,4/18/17 11:38,fulfilled,yes,USD,38.75,11.18,0.0,49.93,,0.0,FedEx Ground,4/18/17 11:38,5,2.75,,fulfilled,6th & C street ,6th & C street ,,Amy Biggs,Ceredo,25507,WV,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Rhodium,,10
1543,#2544,partially_refunded,,partial,yes,USD,416.46,0.0,0.0,416.46,,0.0,Free Shipping (Fedex Ground),4/18/17 15:53,1,7.75,6.75,fulfilled,"699 E Broadway, Storefront",699 E Broadway,Storefront,The Beauty Bar,South Boston,2127,MA,US,,,,Shopify Payments,92.46,ruff-skch,,Low,web, Glass Statement Necklace,,53
1544,#2545,refunded,4/18/17 17:40,partial,yes,USD,43.38,11.69,0.0,55.07,,0.0,FedEx Ground,4/18/17 17:40,1,4.99,6.5,pending,"3603 Fenwick Park Place, G",3603 Fenwick Park Place,G,JEWELRY FANATIK,Louisville,40220,KY,US,,,,PayPal Express Checkout,55.07,Accessory,,Low,web, Multi,,6
1545,#2546,partially_refunded,,partial,yes,USD,151.0,11.18,0.0,162.18,,0.0,FedEx Ground,4/19/17 14:03,15,4.0,,pending,3103 South Highway 17 Business,3103 South Highway 17 Business,,The Boutique,Murrels Inlet,29576,SC,US,,,,Shopify Payments,60.0,POMINA,,Low,web, Rhodium,,34
1546,#2547,partially_refunded,,partial,yes,USD,252.97,0.0,0.0,252.97,,0.0,Free Shipping (Fedex Ground),4/19/17 14:41,1,1.99,3.25,pending,463 uwchlan ave ,463 uwchlan ave ,,la chic boutique,chester springs ,19425,PA,US,,,,Shopify Payments,24.95,USJewelryhouse,,Low,web, Silver,,71
1547,#2548,paid,4/19/17 16:22,fulfilled,yes,USD,11.25,0.0,0.0,11.25,,0.0,,4/19/17 16:22,3,3.75,,fulfilled,22 1ST STREET ,22 1ST STREET ,,LDC. INC,EAST PROVIDENCE,2914,RI,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Rustic Gold,,3
1548,#2549,partially_refunded,,partial,yes,USD,418.4,0.0,0.0,418.4,,0.0,Free Shipping (Fedex Ground),4/20/17 11:23,1,12.5,3.25,fulfilled,53 main street,53 main street,,Canavan classics,Sayville ,11782,NY,US,,,,Shopify Payments,79.2,ruff-skch,,Low,web, Color Statement Necklace ,,88
1549,#2550,partially_refunded,,partial,yes,USD,391.25,0.0,0.0,391.25,,0.0,Free Shipping (Fedex Ground),4/20/17 16:01,1,21.5,,fulfilled,"10 west 33rd street room 210 , 210",10 west 33rd street room 210 ,210,Statement Accessories ,New york ,10001,NY,US,,,,Shopify Payments,80.5,3AM,,Low,web, Gold,,41
1550,#2551,partially_refunded,,partial,yes,USD,80.73,18.7,0.0,99.43,,0.0,UPS Ground,4/21/17 0:42,1,8.0,1.75,fulfilled,64 Belgrade Ave ,64 Belgrade Ave ,,Truly Rachel,Clifton ,7013,NJ,US,,,,Shopify Payments,17.73,USJewelryhouse,,Low,web, Blue,,16
1551,#2552,paid,4/21/17 13:10,fulfilled,yes,USD,42.25,9.85,0.0,52.1,,0.0,FedEx Ground,4/21/17 13:10,1,2.0,2.5,fulfilled,1348 park st ,1348 park st ,,Goldee@infinity,Atlantic Beach ,11509,NY,US,,,,Shopify Payments,0.0,Stylist,,Low,web, Rose Gold,,12
1552,#2553,partially_refunded,,partial,yes,USD,155.24,9.85,0.0,165.09,,0.0,FedEx Ground,4/21/17 15:09,1,7.75,15.5,fulfilled,41 Western Industrial Drive,41 Western Industrial Drive,,Jewelry Concepts,Cranston,2921,RI,US,,,,Shopify Payments,19.5,USJewelryhouse,,Low,web, Black,,19
1553,#2554,partially_refunded,,partial,yes,USD,104.5,11.18,0.0,115.68,,0.0,FedEx Ground,4/21/17 15:25,2,4.0,,pending,227 East Blvd,227 East Blvd,,"Revolution Clothiers and Co,",Charlotte ,28203,NC,US,,,,PayPal Express Checkout,8.0,Jennifer,,Low,web, Silver,,31
1554,#2555,partially_refunded,,partial,yes,USD,631.28,0.0,0.0,631.28,5OFF500,33.22,Free Shipping (Fedex Ground),4/21/17 15:49,4,4.75,,pending,507 wilmington westchester pike,507 wilmington westchester pike,,the pink turtle ,glen mills ,19342,PA,US,,,,Shopify Payments,57.94,POMINA,,Low,web, Silver,,91
1555,#2556,paid,4/21/17 16:00,fulfilled,yes,USD,29.75,9.85,0.0,39.6,,0.0,FedEx Ground,4/21/17 16:00,1,29.75,,fulfilled,"200 S Broad Street, Lobby #4",200 S Broad Street,Lobby #4,Nicole Miller,Philadlephia,19107,PA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Black Diamond,,1
1556,#2557,partially_refunded,,partial,yes,USD,569.29,0.0,0.0,569.29,5OFF500,29.96,Free Shipping (Fedex Ground),4/22/17 15:38,6,4.75,,pending,10 High ridge Rd,10 High ridge Rd,,SHELALA,wilton,6897,CT,US,,,,Shopify Payments,51.94,VIOLA,,Low,web, Blue,,116
1557,#2558,partially_refunded,,partial,yes,USD,110.0,9.85,0.0,119.85,,0.0,FedEx Ground,4/24/17 11:35,1,4.0,,fulfilled,18 Creamery Drive,18 Creamery Drive,,Cream Boutique,New Windsor ,12553,NY,US,,,,Shopify Payments,20.75,CLOVER,,Low,web, Rhodium,,29
1558,#2559,partially_refunded,,partial,yes,USD,477.0,0.0,0.0,477.0,,0.0,Free Shipping (Fedex Ground),4/24/17 11:46,1,5.0,7.5,pending,3369 Tates Creek,3369 Tates Creek,,Pirie,Lexington,40502,KY,US,,,,Shopify Payments,113.25,USJewelryhouse,,Low,web, Rhodium,,129
1559,#2560,partially_refunded,,fulfilled,yes,USD,81.0,11.18,0.0,92.18,,0.0,FedEx Ground,4/24/17 13:06,3,3.0,,fulfilled,3369 Tates Creek,3369 Tates Creek,,PIRIE,Lexington,40502,KY,US,,,,Shopify Payments,11.18,USJewelryhouse,,Low,web, Hematite,,24
1560,#2561,paid,4/24/17 14:25,fulfilled,yes,USD,147.0,9.85,0.0,156.85,,0.0,FedEx Ground,4/24/17 14:25,36,2.25,,fulfilled,24 KENNETH TERRACE EAST,24 KENNETH TERRACE EAST,,ADRIENE CERMENELLO,MIDDLETOWN,7748,NJ,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Swarovski Zirconia Crystal Ear Studs,,60
1561,#2562,refunded,4/24/17 16:42,unfulfilled,yes,USD,3.75,11.18,0.0,14.93,,0.0,FedEx Ground,4/24/17 16:42,1,3.75,,pending,504 Lakeview Ave,504 Lakeview Ave,,None,Wake forest ,27587,NC,US,,,,Shopify Payments,14.93,USJewelryhouse,,Low,web, Rhodium,,1
1562,#2563,partially_refunded,,partial,yes,USD,457.16,0.0,0.0,457.16,,0.0,Free Shipping (Fedex Ground),4/24/17 17:44,4,9.0,3.0,partial,130 E College Ave,130 E College Ave,,A J Fine and Company,State College,16801-4130,PA,US,Please ship ASAP. Please credit back usual discount. A J Fine and Co  Thanks.  Art Fine,,,Shopify Payments,170.77,WORK HARD&PARTY HARD,,Low,web, Silver,,120
1563,#2564,partially_refunded,,partial,yes,USD,42.0,9.85,0.0,51.85,,0.0,FedEx Ground,4/24/17 20:08,1,25.75,,pending,722 E 58th St,722 E 58th St,,All Things Are Dana,Brooklyn,11234,NY,US,,,,PayPal Express Checkout,25.75,FOXY Collection,,Low,web, Cream,,2
1564,#2565,partially_refunded,,partial,yes,USD,374.96,0.0,0.0,374.96,,0.0,Free Shipping (Fedex Ground),4/25/17 12:08,1,3.99,6.0,fulfilled,1600 Division Road,1600 Division Road,,Crimzonrose,West warwick,2893,RI,US,,,,Shopify Payments,34.9,USJewelryhouse,,Low,web, Light Colorado Topaz,,104
1565,#2566,partially_refunded,,partial,yes,USD,257.5,0.0,0.0,257.5,,0.0,Free Shipping (Fedex Ground),4/25/17 14:59,1,8.25,,pending,140 monroe turnpike,140 monroe turnpike,,jodavi salon,trumbull,6611,CT,US,,,,Shopify Payments,92.0,Hush,,Low,web, Natural,,46
1566,#2567,partially_refunded,,partial,yes,USD,797.77,0.0,0.0,797.77,5OFF500,41.98,Free Shipping (Fedex Ground),4/25/17 16:22,1,5.75,2.0,fulfilled,720 Asbury Ave,720 Asbury Ave,,7th Street Surf Shop,Ocean City,8226,NJ,US,,,,Shopify Payments,83.84,USJewelryhouse,,Low,web, Navy,,256
1567,#2568,partially_refunded,,partial,yes,USD,129.75,10.32,0.0,140.07,,0.0,FedEx Ground,4/25/17 21:44,1,11.75,,fulfilled,195 Boston post road,195 Boston post road,,The sweet life,Waterford,6385,CT,US,,,,Shopify Payments,12.5,USJewelryhouse,,Low,web, Champagne,,23
1568,#2569,partially_refunded,,partial,yes,USD,109.99,11.69,0.0,121.68,,0.0,FedEx Ground,4/25/17 22:43,1,2.5,6.0,fulfilled,30425 n. woodridge court,30425 n. woodridge court,,jartisa/what she wnats,libertyville,60048,IL,US,,,,Shopify Payments,25.25,Fresh,,Low,web, Rhodium,,27
1569,#2570,partially_refunded,,partial,yes,USD,258.5,0.0,0.0,258.5,,0.0,Free Shipping (Fedex Ground),4/25/17 23:13,1,4.25,5.25,fulfilled,187 South Main St,187 South Main St,,Original Designs,New City,10956,NY,US,,,,Shopify Payments,66.25,romance,,Low,web, Montana Blue,,54
1570,#2571,paid,4/26/17 16:09,fulfilled,yes,USD,138.0,9.85,0.0,147.85,,0.0,FedEx Ground,4/26/17 16:09,1,3.25,,fulfilled,10 ledge rd,10 ledge rd,,Dazzle Candy,Wayne,7470,NJ,US,,,,PayPal Express Checkout,0.0,Crystal Avenue,,Low,web, Gold,,9
1571,#2572,refunded,4/26/17 16:13,unfulfilled,yes,USD,476.5,0.0,0.0,476.5,,0.0,Free Shipping (Fedex Ground),4/26/17 16:13,1,5.75,20.0,pending,6706 Orchard Lake Rd,6706 Orchard Lake Rd,,Lolly Ella,West Bloomfield,48322,MI,US,Hello..Rosa has been helping me with this order and is holding items for me to add to this order. Thank you!,,,Shopify Payments,476.5,USJewelryhouse,,Low,web, Pink,,66
1572,#2573,paid,4/26/17 17:54,fulfilled,yes,USD,300.0,54.88,0.0,354.88,,0.0,FedEx International Economy,4/26/17 17:54,21,3.75,4.0,fulfilled,vine house,vine house,,marlins wake,the green,CM4 0QH,,GB,,,,Shopify Payments,0.0,Dorothy,,Low,web, Black,,76
1573,#2574,partially_refunded,,partial,yes,USD,141.93,9.85,0.0,151.78,,0.0,FedEx Ground,4/27/17 13:05,1,2.25,3.0,pending,469 Main ST,469 Main ST,,nook and cranny gifts,Islip,11751,NY,US,,,,Shopify Payments,38.65,Ashley Collection,,Low,web, Light Magenta,,57
1574,#2575,partially_refunded,,partial,yes,USD,260.19,0.0,0.0,260.19,,0.0,Free Shipping (Fedex Ground),4/27/17 16:12,1,7.75,8.75,fulfilled,320 South Quadrille Blvd,320 South Quadrille Blvd,,MD BEAUTY LABS,west palm beach,33401,FL,US,,,,Shopify Payments,148.83,USJewelryhouse,,Low,web, Color Gradated Multi Strands Glass Beads Necklace ,,34
1575,#2576,pending,,unfulfilled,yes,USD,1072.25,0.0,0.0,1072.25,,0.0,Free Shipping (Fedex Ground),4/27/17 16:32,6,9.0,,pending,"777 NW 72ND AVE, STE 1001",777 NW 72ND AVE,STE 1001,US Jewelry House of Florida,Miami,33126,FL,US,,,,Cash on Delivery (COD),0.0,Jennifer,,Low,web, Light Blue,,75
1576,#2577,partially_refunded,,partial,yes,USD,37.0,13.66,0.0,50.66,,0.0,FedEx Ground,4/27/17 18:50,2,2.0,4.5,fulfilled,16641 Lathrop Dr.,16641 Lathrop Dr.,,Watson Industries,Yorba Linda,92886,CA,US,,,,Shopify Payments,19.0,IT'S sense,,Low,web, Crumpled Teardrop Earrings ,,11
1577,#2578,partially_refunded,,partial,yes,USD,610.32,0.0,0.0,610.32,5OFF500,32.12,Free Shipping (Fedex Ground),4/27/17 19:08,3,9.0,20.0,pending,6 katie drive,6 katie drive,,Flair / Gold Coast,"MEDFORD, NY",11763,NY,US,,,,Shopify Payments,69.28,Dorothy,,Low,web, Turquoise,,63
1578,#2579,paid,4/27/17 23:52,fulfilled,yes,USD,266.25,0.0,0.0,266.25,,0.0,Free Shipping (Fedex Ground),4/27/17 23:52,1,5.5,,fulfilled,"247 Eli Hartley, Apt 111",247 Eli Hartley,Apt 111,BB,Boone,28607,NC,US,,,,Shopify Payments,0.0,Fashion Jewelry,,Low,web, Blue,,43
1579,#2580,partially_refunded,,partial,yes,USD,459.75,0.0,0.0,459.75,,0.0,Free Shipping (Fedex Ground),4/28/17 16:33,1,9.75,,fulfilled,50 East Cross Street,50 East Cross Street,,Pandora's Box,Baltimore,21230,MD,US,,,,Shopify Payments,68.25,USJewelryhouse,,Low,web, Blue,,82
1580,#2581,partially_refunded,,partial,yes,USD,1010.48,0.0,0.0,1010.48,10OFF1000,112.27,Free Shipping (Fedex Ground),4/28/17 18:22,4,13.75,20.0,fulfilled,3414 Eastside,3414 Eastside,,Tres Chic,Houston,77098,TX,US,,,,Shopify Payments,73.82,USJewelryhouse,,Low,web, Gray,,205
1581,#2582,paid,4/28/17 19:47,fulfilled,yes,USD,281.75,0.0,0.0,281.75,,0.0,Free Shipping (Fedex Ground),4/28/17 19:47,1,24.0,,fulfilled,8 Dunberry Dr,8 Dunberry Dr,,There's company,Freehold,7728,NJ,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gray,,20
1582,#2583,partially_refunded,,partial,yes,USD,172.0,16.03,0.0,188.03,,0.0,FedEx Ground,4/30/17 11:28,1,3.25,6.5,pending,800 Oxbow,800 Oxbow,,Accessory Avenue,Horseshoe Bay,78657,TX,US,,,,Shopify Payments,65.75,USJewelryhouse,,Low,web,Eclipse Earrings ,,27
1583,#2584,partially_refunded,,partial,yes,USD,113.0,9.85,0.0,122.85,,0.0,FedEx Ground,4/30/17 18:15,1,3.75,,pending,6 Mayfair Road,6 Mayfair Road,,Stylish Effex,New Hyde Park,11040,NY,US,,,,Shopify Payments,15.25,andante,,Low,web, Gray,,15
1584,#2585,partially_refunded,,partial,yes,USD,41.0,9.85,0.0,50.85,,0.0,FedEx Ground,4/30/17 20:58,1,6.5,,fulfilled,195 Boston post road,195 Boston post road,,The sweet life,Waterford,6385,CT,US,,,,Shopify Payments,5.0,USJewelryhouse,,Low,web, Pink,,7
1585,#2586,partially_refunded,,partial,yes,USD,396.13,0.0,0.0,396.13,,0.0,Free Shipping (Fedex Ground),5/1/17 10:39,1,13.75,7.75,fulfilled,134 West High Street,134 West High Street,,the clothesVine,Carlisle,17013,PA,US,Please ship today.  Thank you! ,,,Shopify Payments,64.7,ruff-skch,,Low,web, Color Statement Necklace ,,79
1586,#2587,partially_refunded,,partial,yes,USD,253.0,0.0,0.0,253.0,,0.0,Free Shipping (Fedex Ground),5/1/17 11:41,1,5.25,7.5,pending,489 main street,489 main street,,barton @ home ,Northport,11768,NY,US,,,,Shopify Payments,35.0,andante,,Low,web, Gold,,37
1587,#2588,partially_refunded,,partial,yes,USD,253.05,0.0,0.0,253.05,,0.0,Free Shipping (Fedex Ground),5/1/17 12:58,2,2.75,6.0,fulfilled,19400 COLCHESTER ROAD,19400 COLCHESTER ROAD,,Lausanne International,PURCELLVILLE,20132,VA,US,,,,Shopify Payments,220.05,Crystal Avenue,,Low,web, Blue Zircon,,57
1588,#2589,partially_refunded,,partial,yes,USD,174.37,9.85,0.0,184.22,,0.0,FedEx Ground,5/1/17 13:39,2,4.99,6.5,pending,287 Doris Ave,287 Doris Ave,,Juniper LLC,Holland,18966,PA,US,,,,Shopify Payments,100.67,romance,,Low,web, Jade,,35
1589,#2590,partially_refunded,,fulfilled,yes,USD,55.5,9.85,0.0,65.35,,0.0,FedEx Ground,5/1/17 14:16,3,18.5,,fulfilled,22 1ST STREET ,22 1ST STREET ,,LDC. INC,EAST PROVIDENCE,2914,RI,US,,,,Shopify Payments,9.85,romance,,Low,web, Gray,,3
1590,#2591,partially_refunded,,partial,yes,USD,53.75,9.85,0.0,63.6,,0.0,FedEx Ground,5/2/17 10:18,1,5.5,,fulfilled,727 Front street apt 213,727 Front street apt 213,,Diamalaye,Woonsocket,2895,RI,US,,,,Shopify Payments,17.0,CARIS,,Low,web, Color Statement Necklace ,,8
1591,#2592,paid,5/2/17 10:57,fulfilled,yes,USD,60.25,9.85,0.0,70.1,,0.0,FedEx Ground,5/2/17 10:57,3,8.25,,fulfilled,"8425 Peace Lily Court , Suite 415",8425 Peace Lily Court ,Suite 415,Twirl Inc ,Lorton,22079,VA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gold,,10
1592,#2593,partially_refunded,,partial,yes,USD,305.13,0.0,0.0,305.13,,0.0,Free Shipping (Fedex Ground),5/2/17 13:08,2,3.25,3.75,fulfilled,72 steven place ,72 steven place ,,details by denise/Chic Boutique,coram,11727,NY,US,,,,Shopify Payments,40.71,Fresh,,Low,web, Silver,,90
1593,#2594,partially_refunded,,partial,yes,USD,179.25,11.69,0.0,190.94,,0.0,FedEx Ground,5/2/17 13:34,1,3.75,,fulfilled,20 Screven Ct,20 Screven Ct,,La plage ,Bluffton,29909-4401,SC,US,,,,PayPal Express Checkout,126.75,moment,,Low,web, Coral,,43
1594,#2595,partially_refunded,,partial,yes,USD,111.25,11.69,0.0,122.94,,0.0,FedEx Ground,5/2/17 13:50,1,5.75,,fulfilled,20 Screven Ct,20 Screven Ct,,Sugar of Newport,Bluffton,29909-4401,SC,US,,,,PayPal Express Checkout,49.5,fashion beyond,,Low,web, White,,22
1595,#2596,partially_refunded,,partial,yes,USD,216.0,13.18,0.0,229.18,,0.0,FedEx Ground,5/2/17 16:29,18,4.0,,partial,11501 Walton Lake Road,11501 Walton Lake Road,,Sha Sha Couture,Disputanta,23842,VA,US,,,,PayPal Express Checkout,40.0,Stylist,,Low,web, Hematite,,54
1596,#2597,partially_refunded,,unfulfilled,yes,USD,909.81,27.3,0.0,937.11,10OFF1000,101.09,FedEx Ground,5/2/17 20:07,2,5.75,3.0,pending,3772 Main St,3772 Main St,,Front and Company,Vancouver,V5V3N7,BC,CA,,,,Shopify Payments,115.46,Dorothy,,Low,web, Turquoise,,274
1597,#2598,partially_refunded,,partial,yes,USD,88.25,13.66,0.0,101.91,,0.0,FedEx Ground,5/2/17 20:25,1,5.5,8.75,pending,"1221 Broadway, Ste 700",1221 Broadway,Ste 700,SOCIALITE Jewelry and Accessories,Oakland,94612-1898,CA,US,,,,Shopify Payments,22.25,Jennifer,,Low,web, Black,,10
1598,#2599,partially_refunded,,partial,yes,USD,259.35,0.0,0.0,259.35,,0.0,Free Shipping (Fedex Ground),5/3/17 12:55,1,3.99,5.75,pending,954 N Broadway,954 N Broadway,,Craniosynostosis and Positional Plagiocephaly Support Inc,Massapequa,11758,NY,US,PLEASE SHIP SO THAT THIS ARRIVES ON 5/4,,,PayPal Express Checkout,30.08,USJewelryhouse,,Low,web, Satin Silver,,67
1599,#2600,paid,5/3/17 13:41,fulfilled,yes,USD,3.0,9.85,0.0,12.85,,0.0,FedEx Ground,5/3/17 13:41,1,3.0,,fulfilled,"200 S Broad Street, Lobby #4",200 S Broad Street,Lobby #4,Nicole Miller,Philadlephia,19102,PA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gold,,1
1600,#2601,partially_refunded,,partial,yes,USD,697.78,0.0,0.0,697.78,5OFF500,36.72,Free Shipping (Fedex Ground),5/3/17 15:27,2,12.0,,fulfilled,1189 Post Road,1189 Post Road,,Island Outfitters,Fairfield,6824,CT,US,,,,Shopify Payments,306.87,USJewelryhouse,,Low,web, Ivory,,60
1601,#2602,partially_refunded,,partial,yes,USD,199.21,9.85,0.0,209.06,,0.0,FedEx Ground,5/3/17 16:45,1,5.25,5.0,pending,57 Whitfield St,57 Whitfield St,,Marijane Boutique,Guilford,6437,CT,US,,,,Shopify Payments,53.48,USJewelryhouse,,Low,web, Peach,,54
1602,#2603,paid,5/3/17 16:50,fulfilled,yes,USD,40.0,13.18,0.0,53.18,,0.0,FedEx Ground,5/3/17 16:50,10,4.0,,fulfilled,"11501 WALTON LAKE RD, null",11501 WALTON LAKE RD,,Shasha,DISPUTANTA,23842,VA,US,,,,PayPal Express Checkout,0.0,Stylist,,Low,web, Silver,,10
1603,#2604,partially_refunded,,partial,yes,USD,154.87,42.44,0.0,197.31,,0.0,FedEx International Priority,5/3/17 16:59,1,2.99,4.5,fulfilled,7825 MARTIN GROVE ROAD,7825 MARTIN GROVE ROAD,,J FASHION VAULT ,WOODBRIDGE,L4L 2C8,ON,CA,"I NEED SHIPMENT IN HAND BY FRIDAY AS I HAVE AN EVENT ON  SATURDAY.
PLEASE CONFIRM SHIPPING COST  PRIOR TO SHIPPING.",,,Shopify Payments,69.43,Fashion Jewelry,,Low,web, Rhodium,,31
1604,#2605,refunded,5/3/17 17:26,unfulfilled,yes,USD,126.0,11.69,0.0,137.69,,0.0,FedEx Ground,5/3/17 17:26,4,4.5,,pending,20 Screven Ct,20 Screven Ct,,Sugar of Newport,Bluffton,29909-4401,SC,US,,,,PayPal Express Checkout,137.69,core,,Low,web, Multi,,28
1605,#2606,paid,5/3/17 17:48,fulfilled,yes,USD,258.5,77.83,0.0,336.33,,0.0,FedEx International Economy,5/3/17 17:48,6,4.5,11.75,fulfilled,Po box 1867,Po box 1867,,David consultating,Coamo,769,PR,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Gold,,25
1606,#2607,partially_refunded,,partial,yes,USD,614.65,10.08,0.0,624.73,5OFF500,32.35,FedEx Ground,5/4/17 11:44,2,6.0,,fulfilled,102 Ann Mary Brown Dr,102 Ann Mary Brown Dr,,K&M Associatees,Warwick,2888,RI,US,,,,Shopify Payments,39.64,USJewelryhouse,,Low,web, Silver,,124
1607,#2608,partially_refunded,,partial,yes,USD,108.93,11.18,0.0,120.11,,0.0,FedEx Ground,5/4/17 12:10,1,5.99,8.25,fulfilled,"45081 northport dr, 1309",45081 northport dr,1309,Darcelle Marie Collection,macomb,48044,MI,US,,,,Shopify Payments,12.75,USJewelryhouse,,Low,web, Black,,15
1608,#2609,partially_refunded,,partial,yes,USD,251.75,0.0,0.0,251.75,,0.0,Free Shipping (Fedex Ground),5/4/17 16:27,1,3.25,4.5,fulfilled,531 Navarro St. ,531 Navarro St. ,,Eye Candy Boutique,San Antonio,78205,TX,US,Please send tracking info to Elsa@HeyEyeCandy.com once package shipped. Thank you!,,,Shopify Payments,95.75,USJewelryhouse,,Low,web, Gold,,62
1609,#2610,partially_refunded,,partial,yes,USD,126.21,12.08,0.0,138.29,,0.0,FedEx Ground,5/4/17 22:33,2,3.5,3.5,partial,7322 Marquette,7322 Marquette,,Jeny Baker Designs,Dallas ,75225,TX,US,,,,PayPal Express Checkout,62.75,USJewelryhouse,,Low,web, Orange,,27
1610,#2611,partially_refunded,,partial,yes,USD,395.25,53.49,0.0,448.74,,0.0,FedEx International Priority,5/5/17 8:48,6,3.5,,fulfilled,"Peter's boutique, Montano plaza St James street",Peter's boutique,Montano plaza St James street,Peter's Boutique ,San-Fernando,,,TT,,,,PayPal Express Checkout,123.49,USJewelryhouse,,Low,web, 1+,,123
1611,#2612,partially_refunded,,partial,yes,USD,87.88,9.85,0.0,97.73,,0.0,FedEx Ground,5/5/17 9:32,1,4.13,8.25,pending,43 Market St,43 Market St,,Make a statement jewelry and more,Scotia,12302,NY,US,,,,PayPal Express Checkout,29.88,CODE22,,Low,web, Beige,,26
1612,#2613,partially_refunded,,partial,yes,USD,124.0,12.08,0.0,136.08,,0.0,FedEx Ground,5/5/17 9:47,1,3.25,,fulfilled,"101E. Camino Real, Apt #1026",101E. Camino Real,Apt #1026,Michele Popper,Boca Raton,33432,FL,US,,,,PayPal Express Checkout,35.0,romance,,Low,web, Turquoise,,18
1613,#2614,paid,5/5/17 11:15,fulfilled,yes,USD,144.5,9.85,0.0,154.35,,0.0,FedEx Ground,5/5/17 11:15,1,5.75,15.75,fulfilled,10753 87th street,10753 87th street,,TeLiLi,Ozone Park,11417,NY,US,Please ship out today. ,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Ivory,,16
1614,#2615,partially_refunded,,partial,yes,USD,92.25,9.85,0.0,102.1,,0.0,FedEx Ground,5/5/17 18:12,4,13.5,10.75,fulfilled,41 Western Industrial Drive,41 Western Industrial Drive,,Jewelry Concepts,Cranston,2921,RI,US,,,,Shopify Payments,22.5,romance,,Low,web, Handcut Natural Stone Quartz Necklace ,,7
1615,#2616,partially_refunded,,partial,yes,USD,42.5,13.66,0.0,56.16,,0.0,FedEx Ground,5/5/17 21:22,1,9.0,,fulfilled,162 Mountainside Drive,162 Mountainside Drive,,MY CUSTOM SOFTWARE,Henderson,89012,NV,US,,,,PayPal Express Checkout,11.0,core,,Low,web, Mint,,7
